SALES.UNITS,X3D_3D,X3D_3D.READY,X3D_NO.3D,X3D_.CONVERSION.1,X3D_.CONVERSION3D.CONVERSION,X3D_.CONVERSIONNO.3D.CONVER.,X3D_.TECHN..TYPEGLASSES.FREE,X3D_.TECHN..TYPENO.3D.TECHNOL.,X3D_.TECHN..TYPEPOLARIZED.TECHN,X3D_.TECHN..TYPESHUTTER.TECHN.,APP.STORE.IPTV._APP.STORE,APP.STORE.IPTV._N.A.,APP.STORE.IPTV._NO,APP.STORE.IPTV._PREINSTALLED,BLU.RAY.PLAY._BLU.RAY.PLAY.,BLU.RAY.PLAY._NO.BLU.RAY.PLAY,CI._CI.,CI._N.A.,CI._NO.CI.,COMMON.INTER.CI,CONSUMP.STANDBY,CONSUMPTION.W,CONTRAST.RATIO,CURVED.SCREEN_.1,CURVED.SCREEN_CURVED,CURVED.SCREEN_CURVED.SCREEN,CURVED.SCREEN_N.A.,CURVED.SCREEN_NO.CURVEDSCREEN,CURVED.SCREEN_NOT.CURVED,DLNA_DLNA,DLNA_N.A.,DLNA_NO.DLNA,DVB.C_DVB.C.MPEG2.SD.,DVB.C_DVB.C.MPEG4.HD.,DVB.C_NO.DVB.C,DVB.S_DVB.S2..HD.,DVB.S_DVB.S..SD.,DVB.S_NO.DVB.S,DVB.T_DVB.T.MPEG2.SD.,DVB.T_DVB.T.MPEG4.HD.,DVB.T_DVB.T.MPEG4.SD.,DVB.T_NO.DVB.T,DVB.T_2.1,DVB.T_2DVB.T.2,DVB.T_2N.A.,DVB.T_2NO.DVB.T2,DVB.T_2UNKNOWN,DVD.PLAYER.REC._DVD.PLAYER,DVD.PLAYER.REC._DVD.RECORDER,DVD.PLAYER.REC._NO.DVD,Digital.Tuner_DIGITAL.TUNER,Digital.Tuner_NO.DIGITAL.TUNER,ENERGY.LABEL.EU_A,ENERGY.LABEL.EU_A.,ENERGY.LABEL.EU_A..,ENERGY.LABEL.EU_B,ENERGY.LABEL.EU_C,ENERGY.LABEL.EU_D,ENERGY.LABEL.EU_N.A.,ENERGY.LABEL.EU_UNKNOWN,EPG_GUIDE.PLUS.,EPG_N.A.,EPG_NO.EPG,EPG_OTHER.EPG,FRAME.REFRESH_100.0,FRAME.REFRESH_1000.0,FRAME.REFRESH_1100.0,FRAME.REFRESH_120.0,FRAME.REFRESH_1200.0,FRAME.REFRESH_1250.0,FRAME.REFRESH_1300.0,FRAME.REFRESH_1400.0,FRAME.REFRESH_150.0,FRAME.REFRESH_1500.0,FRAME.REFRESH_1600.0,FRAME.REFRESH_1800.0,FRAME.REFRESH_1900.0,FRAME.REFRESH_200.0,FRAME.REFRESH_2000.0,FRAME.REFRESH_2200.0,FRAME.REFRESH_2300.0,FRAME.REFRESH_240.0,FRAME.REFRESH_2400.0,FRAME.REFRESH_300.0,FRAME.REFRESH_3000.0,FRAME.REFRESH_3600.0,FRAME.REFRESH_400.0,FRAME.REFRESH_450.0,FRAME.REFRESH_50.0,FRAME.REFRESH_500.0,FRAME.REFRESH_600.0,FRAME.REFRESH_700.0,FRAME.REFRESH_800.0,FRAME.REFRESH_850.0,FRAME.REFRESH_900.0,FRAME.REFRESH_960.0,FRAME.REFRESH_N.A.,FRAME.REFRESH_UNKNOWN,HBBTV_HBB.TV,HBBTV_N.A.,HBBTV_NO.HBB.TV,HD.Types_4K,HD.Types_FULL.HD,HD.Types_HD.READY.ONLY,HD.Types_N.A.,HD.Types_SD,HD.Types_ULTRA.HD..2160P.,HDD.CAPACITY,HDMI.STANDARD_.1,HDMI.STANDARD_HDMI.1.2.AND..,HDMI.STANDARD_HDMI.1.3,HDMI.STANDARD_HDMI.1.4,HDMI.STANDARD_HDMI.2.0,HDMI.STANDARD_N.A.,HDMI.STANDARD_NO.HDMI,HDMI.STANDARD_VERSION.UNKNOWN,Item_ACER,Item_AEG,Item_AGFAPHOTO,Item_ALPHATRONICS,Item_AOC,Item_ASUS,Item_AVTEX,Item_AXXION,Item_BENQ,Item_BLAUPUNKT,Item_BLUETECH,Item_B...O,Item_BOSE,Item_BRAVIS,Item_CANOX,Item_CAT,Item_CHANGHONG,Item_CMX,Item_DAEWOO,Item_DENVER,Item_DGM,Item_DISNEY,Item_DIUNAMAI,Item_DUAL,Item_DYON,Item_E.MOTION,Item_ENOX,Item_FINLUX,Item_FSC,Item_FUNAI,Item_GRAETZ,Item_GRUNDIG,Item_HAIER,Item_HANNSPREE,Item_HISENSE,Item_HITACHI,Item_HKC,Item_HUMAX,Item_HYUNDAI,Item_IIYAMA,Item_ITT,Item_JAY.TECH,Item_JTC,Item_JVC,Item_KARCHER,Item_KENDO,Item_LENCO,Item_LEXIBOOK,Item_LG,Item_LOEWE,Item_MANTA,Item_MEDION,Item_MEGASAT,Item_METZ,Item_MIIA.STYLE,Item_NEC,Item_NORDMENDE,Item_OBONI,Item_ODYS,Item_ORION,Item_PACKARD.BELL,Item_PANASONIC,Item_PHILIPS,Item_PIONEER,Item_POLAROID,Item_QMEDIA,Item_REFLEXION,Item_SAGA,Item_SAHARA,Item_SAMSUNG,Item_SATIX,Item_SCHAUB.LORENZ,Item_SCOTT,Item_SCREEN.ART,Item_SEG,Item_SEIKI,Item_SHARP,Item_SKY,Item_SONY,Item_SOUNDMASTER,Item_SOXO,Item_TANDBERG,Item_TCL,Item_TECHLINE,Item_TECHNISAT,Item_TECHWOOD,Item_TECO,Item_TELEFUNKEN,Item_TELESTAR,Item_TERRA,Item_TERRIS,Item_THOMSON,Item_TOSHIBA,Item_TRADE.BRAND.MODEL,Item_V7.VIDEOSEVEN,Item_VIEWSONIC,Item_WORLD.OF.VISION,Item_XORO,LED_LED,LED_NO.LED,LED_.TECHNOLOGY.1,LED_.TECHNOLOGYDIRECT.LED,LED_.TECHNOLOGYDIRECT.LED.RGB,LED_.TECHNOLOGYEDGE.LIGHT.LED,LED_.TECHNOLOGYNO.LED,MEDIAPLAYER_.1,MEDIAPLAYER_AUDIO.ONLY,MEDIAPLAYER_AUDIO.VIDEO,MEDIAPLAYER_N.A.,MEDIAPLAYER_NO.MEDIAPLAYER,Month_Apr,Month_Aug,Month_Dec,Month_Feb,Month_Jan,Month_Jul,Month_Jun,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,Month__to_FirstActivity,NO..OF.TUNERS_.1,NO..OF.TUNERS_1..IDENT..TUNER,NO..OF.TUNERS_1.TUNER,NO..OF.TUNERS_2.IDENT..TUNER,NO..OF.TUNERS_2.TUNER,NO..OF.TUNERS_3.IDENT..TUNER,NO..OF.TUNERS_3.TUNER,NO..OF.TUNERS_N.A.,NO..OF.TUNERS_NO.RECEIVER,NO..OF.TUNERS_ONLY.ANALOGUE.T,NUMBER.OF.GLASS,PRICE.EUR,Resolution_1024X768,Resolution_1024X.768,Resolution_1280X1024,Resolution_1280X.720,Resolution_1280X768,Resolution_1280X.768,Resolution_1280X.800,Resolution_1366X720,Resolution_1366X766,Resolution_1366X768,Resolution_1366X.768,Resolution_1400X900,Resolution_1400X.900,Resolution_1440X900,Resolution_1440X.900,Resolution_1440X960,Resolution_1600X900,Resolution_1680X1050,Resolution_1920X1080,Resolution_1920X1200,Resolution_2560X1080,Resolution_3840X2160,Resolution_5120X2160,Resolution_640X480,Resolution_800X600,Resolution_N.A.,SAT.IP_.1,SAT.IP_N.A.,SAT.IP_NO.SAT.IP,SAT.IP_SAT.IP,SCREEN.FORMAT_16.10,SCREEN.FORMAT_16.9,SCREEN.FORMAT_21.9,SCREEN.FORMAT_4.3,SCREEN.FORMAT_5.4,SIZE.INCH,SKYPE.TV_N.A.,SKYPE.TV_NO.VIDEOCALL,SKYPE.TV_VIDEOC.BUILT.IN,SKYPE.TV_VIDEOC.ENABLED,SLIMLINE_.1,SLIMLINE_N.A.,SLIMLINE_NO,SLIMLINE_YES,Smart.TV_NO.SMART.TV,Smart.TV_SMART.TV,UHD.LOGO.DIG.EU_.1,UHD.LOGO.DIG.EU_NO.UHD.LOGO.DE,UHD.LOGO.DIG.EU_UHD.LOGO.DIG.EU,USB.RECORDING_N.A.,USB.RECORDING_NO.USB.RECORD.,USB.RECORDING_USB.RECORDING,VIDEO.ON.DEMAND_N.A.,VIDEO.ON.DEMAND_NO.VOD,VIDEO.ON.DEMAND_VOD,WCG_.1,WCG_N.A.,WCG_NO.WCG,WCG_WCG,WEB.BROWSER_N.A.,WEB.BROWSER_NO.WEB.BROWSER,WEB.BROWSER_WEB.BROWSER,WEB.CONTENT.ACC_.1,WEB.CONTENT.ACC_NO.WEB.CONTENT,WEB.CONTENT.ACC_WEB.CONTENT.ACC,WIFI_N.A.,WIFI_NO.WIFI,WIFI_WIFI.BUILT.IN,WIFI_WIFI.READY,Year_Y2013,Year_Y2014,Year_Y2015
3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0.7,116,-1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,-1,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,65,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1
7,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0.05,62,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,-1,199,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,42,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1278,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0.5,62,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,-1,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,19,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
28,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.5,55,-1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,-1,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0.5,63,-1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,1,0,0,0,0,0,0,0,0,-1,3121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
6,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,2,-1,56,-1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,1,0,0,0,0,0,0,4,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,38.5,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0
354,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.25,-1,-1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,-1,228,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0.2,78,-1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,-1,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,42,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
3,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0.5,60,-1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,6,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,32,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1
25,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0.49,61,-1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,2,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,78,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
382,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0.14,52,-1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1050,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,42,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
7,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,2,-1,-1,-1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,-1,302,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,32,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0
140,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0.3,113,-1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,-1,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,65,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
76,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,-1,65,-1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,-1,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,32,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
